volume,vw,open,close,high,low,t,num_trades,simpletime,date,vwap
2472.0,184.02,183.53,183.8,184.38,183.53,1705395600000,118,1,2024-01-16 03:00:00,184.02
341.0,183.7168,183.7,183.7,183.7,183.7,1705395601000,25,2,2024-01-16 03:00:01,183.9832452186278
2433.0,183.7282,183.77,183.7,183.77,183.7,1705395651000,37,3,2024-01-16 03:00:51,183.8649598551277
137.0,183.6973,183.7,183.7,183.7,183.7,1705395695000,2,4,2024-01-16 03:01:35,183.86069282927733
121.0,183.7,183.7,183.7,183.7,183.7,1705395716000,1,5,2024-01-16 03:01:56,183.85716015624996
464.0,183.7026,183.71,183.7,183.71,183.7,1705395719000,12,6,2024-01-16 03:01:59,183.84514341487932
226.0,183.7,183.7,183.7,183.7,183.7,1705395723000,7,7,2024-01-16 03:02:03,183.83984757830154
100.0,183.7,183.7,183.7,183.7,183.7,1705395727000,1,8,2024-01-16 03:02:07,183.83762565935808
100.0,183.7,183.7,183.7,183.7,183.7,1705395728000,1,9,2024-01-16 03:02:08,183.83547324053797
225.0,183.7089,183.71,183.71,183.71,183.71,1705395735000,7,10,2024-01-16 03:02:15,183.8311706300045
3103.0,183.6169,183.63,183.6,183.63,183.59,1705395746000,48,11,2024-01-16 03:02:26,183.76278122814233
100.0,183.54,183.54,183.54,183.54,183.54,1705395801000,1,12,2024-01-16 03:03:21,183.76051304215025
1104.0,183.5778,183.58,183.58,183.59,183.58,1705395836000,23,13,2024-01-16 03:03:56,183.7420510982976
2231.0,183.5022,183.5,183.5,183.5,183.5,1705395892000,36,14,2024-01-16 03:04:52,183.70138013984945
167.0,183.4006,183.4,183.4,183.4,183.4,1705395959000,5,15,2024-01-16 03:05:59,183.6976102296607
107.0,183.4,183.4,183.4,183.4,183.4,1705395971000,1,16,2024-01-16 03:06:11,183.69523927481194
199.0,183.4403,183.44,183.44,183.44,183.44,1705396003000,3,17,2024-01-16 03:06:43,183.69151712399116
200.0,183.47,183.47,183.47,183.47,183.47,1705396008000,1,18,2024-01-16 03:06:48,183.6883136948662
664.0,183.4017,183.41,183.4,183.41,183.4,1705396025000,3,19,2024-01-16 03:07:05,183.6751833310335
500.0,183.4,183.4,183.4,183.4,183.4,1705396034000,5,20,2024-01-16 03:07:14,183.66600688275307
217.0,183.4,183.4,183.4,183.4,183.4,1705396035000,3,21,2024-01-16 03:07:15,183.66221203076717
715.0,183.4069,183.4,183.4,183.4,183.4,1705396071000,30,22,2024-01-16 03:07:51,183.6507497613964
200.0,183.3454,183.35,183.35,183.35,183.35,1705396115000,2,23,2024-01-16 03:08:35,183.6469627123899
166.0,183.34,183.34,183.34,183.34,183.34,1705396120000,4,24,2024-01-16 03:08:40,183.64383505401418
200.0,183.3455,183.34,183.34,183.34,183.34,1705396140000,5,25,2024-01-16 03:09:00,183.6402171173902
550.0,183.3436,183.35,183.35,183.35,183.35,1705396159000,15,26,2024-01-16 03:09:19,183.63064433165115
368.0,183.3327,183.34,183.33,183.34,183.33,1705396164000,4,27,2024-01-16 03:09:24,183.62434659965533
220.0,183.22,183.22,183.22,183.22,183.22,1705396266000,2,28,2024-01-16 03:11:06,183.61930086783886
375.0,183.25,183.25,183.25,183.25,183.25,1705396280000,5,29,2024-01-16 03:11:20,183.6116092363232
2430.0,183.2089,183.22,183.19,183.22,183.19,1705396360000,49,30,2024-01-16 03:12:40,183.56372161976995
100.0,183.19,183.19,183.19,183.19,183.19,1705396440000,1,31,2024-01-16 03:14:00,183.5619016946676
250.0,183.2,183.2,183.2,183.2,183.2,1705396459000,3,32,2024-01-16 03:14:19,183.55754877555924
748.0,183.2153,183.22,183.22,183.22,183.22,1705396503000,6,33,2024-01-16 03:15:03,183.54565994984438
312.0,183.2027,183.2,183.2,183.2,183.2,1705396586000,8,34,2024-01-16 03:16:26,183.54076164339662
1577.0,183.0087,183.01,183.0,183.01,183.0,1705396788000,95,35,2024-01-16 03:19:48,183.50493800700193
3400.0,183.139,183.1,183.15,183.15,183.1,1705396839000,39,36,2024-01-16 03:20:39,183.4585511147565
1000.0,183.1505,183.15,183.15,183.15,183.15,1705396924000,2,37,2024-01-16 03:22:04,183.44747890158862
952.0,183.15,183.15,183.15,183.15,183.15,1705396927000,1,38,2024-01-16 03:22:07,183.43763668589693
239.0,182.901,182.9,182.9,182.9,182.9,1705397284000,7,39,2024-01-16 03:28:04,183.43321604108496
123.0,182.83,182.83,182.83,182.83,182.83,1705397318000,2,40,2024-01-16 03:28:38,183.43066951537608
180.0,182.8593,182.86,182.86,182.86,182.86,1705397379000,3,41,2024-01-16 03:29:39,183.42716131122927
100.0,182.86,182.86,182.86,182.86,182.86,1705397388000,1,42,2024-01-16 03:29:48,183.4252332404133
100.0,182.87,182.87,182.87,182.87,182.87,1705397394000,1,43,2024-01-16 03:29:54,183.42335211410753
118.0,182.8703,182.87,182.87,182.87,182.87,1705397428000,4,44,2024-01-16 03:30:28,183.42114990888834
374.0,182.8958,182.9,182.9,182.9,182.9,1705397543000,7,45,2024-01-16 03:32:23,183.41460229272184
330.0,182.9155,182.92,182.92,182.92,182.92,1705397587000,5,46,2024-01-16 03:33:07,183.40917333377274
1319.0,182.9237,182.92,182.92,182.92,182.92,1705397595000,11,47,2024-01-16 03:33:15,183.38894591717462
501.0,183.0599,183.06,183.06,183.06,183.06,1705397676000,4,48,2024-01-16 03:34:36,183.38381960320905
164.0,183.0001,183.0,183.0,183.0,183.0,1705397736000,3,49,2024-01-16 03:35:36,183.381872631644
200.0,182.9575,182.96,182.96,182.96,182.96,1705397774000,3,50,2024-01-16 03:36:14,183.37926287436187
322.0,182.9528,182.95,182.95,182.95,182.95,1705397775000,9,51,2024-01-16 03:36:15,183.3750818657897
1003.0,182.902,182.9,182.9,182.9,182.9,1705397827000,9,52,2024-01-16 03:37:07,183.36106286524645
310.0,182.9171,182.92,182.92,182.92,182.92,1705397835000,5,53,2024-01-16 03:37:15,183.35703357437706
1001.0,182.95,182.95,182.95,182.95,182.95,1705397852000,5,54,2024-01-16 03:37:32,183.3454447295067
170.0,182.9518,182.95,182.95,182.95,182.95,1705397935000,9,55,2024-01-16 03:38:55,183.3435504925271
100.0,182.98,182.98,182.98,182.98,182.98,1705398002000,1,56,2024-01-16 03:40:02,183.34252432539228
1256.0,183.0608,182.99,183.1,183.1,182.99,1705398006000,30,57,2024-01-16 03:40:06,183.3328785465052
275.0,183.1073,183.1,183.1,183.1,183.1,1705398010000,4,58,2024-01-16 03:40:10,183.33120008928805
1230.0,183.0999,183.1,183.1,183.1,183.1,1705398015000,6,59,2024-01-16 03:40:15,183.3237503233915
1000.0,182.96,182.96,182.95,182.96,182.95,1705398030000,16,60,2024-01-16 03:40:30,183.31446837377828
475.0,183.1,183.1,183.1,183.1,183.1,1705398052000,2,61,2024-01-16 03:40:52,183.31189998739404
400.0,183.1,183.1,183.1,183.1,183.1,1705398057000,1,62,2024-01-16 03:40:57,183.30978437250394
1000.0,183.1,183.1,183.1,183.1,183.1,1705398069000,2,63,2024-01-16 03:41:09,183.30467565507493
210.0,183.1005,183.1,183.1,183.1,183.1,1705398075000,2,64,2024-01-16 03:41:15,183.30363681978966
521.0,183.11,183.11,183.11,183.11,183.11,1705398079000,7,65,2024-01-16 03:41:19,183.30122301949987
163.0,183.1,183.1,183.1,183.1,183.1,1705398080000,1,66,2024-01-16 03:41:20,183.30044130082456
235.0,183.0998,183.1,183.1,183.1,183.1,1705398085000,4,67,2024-01-16 03:41:25,183.29932380015634
1111.0,183.0025,183.0,183.0,183.0,183.0,1705398102000,13,68,2024-01-16 03:41:42,183.29170853962674
1001.0,183.0002,183.0,183.0,183.0,183.0,1705398121000,10,69,2024-01-16 03:42:01,183.28512237444977
1000.0,182.99,182.99,182.99,182.99,182.99,1705398145000,1,70,2024-01-16 03:42:25,183.27860825074487
492.0,182.9837,182.99,182.98,182.99,182.98,1705398170000,6,71,2024-01-16 03:42:50,183.27544003318988
1285.0,182.9541,182.95,182.95,182.95,182.95,1705398182000,22,72,2024-01-16 03:43:02,183.26666976126754
100.0,182.98,182.98,182.98,182.98,182.98,1705398188000,1,73,2024-01-16 03:43:08,183.26606217837306
269.0,182.96,182.96,182.96,182.96,182.96,1705398211000,1,74,2024-01-16 03:43:31,183.2643271100714
323.0,182.9507,182.95,182.95,182.95,182.95,1705398218000,8,75,2024-01-16 03:43:38,183.2622066772721
124.0,182.95,182.95,182.95,182.95,182.95,1705398222000,2,76,2024-01-16 03:43:42,183.26139842582148
550.0,182.95,182.95,182.95,182.95,182.95,1705398245000,8,77,2024-01-16 03:44:05,183.257863313243
1084.0,182.95,182.95,182.95,182.95,182.95,1705398248000,11,78,2024-01-16 03:44:08,183.25112577323748
494.0,182.9,182.9,182.9,182.9,182.9,1705398296000,4,79,2024-01-16 03:44:56,183.2476584536041
175.0,182.8814,182.88,182.88,182.88,182.88,1705398338000,2,80,2024-01-16 03:45:38,183.24638168163975
371.0,182.8999,182.9,182.9,182.9,182.9,1705398351000,7,81,2024-01-16 03:45:51,183.24383986593367
100.0,182.94,182.94,182.94,182.94,182.94,1705398362000,1,82,2024-01-16 03:46:02,183.24324024510574
1162.0,182.8616,182.87,182.84,182.87,182.84,1705398542000,35,83,2024-01-16 03:49:02,183.2346847416753
350.0,182.83,182.83,182.83,182.83,182.83,1705398550000,3,84,2024-01-16 03:49:10,183.2319705062854
164.0,182.8237,182.83,182.83,182.83,182.83,1705398556000,9,85,2024-01-16 03:49:16,183.23069144379912
174.0,182.82,182.82,182.82,182.82,182.82,1705398602000,1,86,2024-01-16 03:50:02,183.2293308651612
